datum;gremium;top;titel;hinweis;abstimmungshinweis
2025-07-10;Marktgemeinderat;6;Unterstützung des Montessori-Kindergartens, Änderung der Defizitvereinbarung - Beschlussfassung (beschließend);die staatliche Förderung von Kindertageseinrichtungen in Bayern und soll im kommenden Jahr reformiert werden. Daher wird den Gemeinden se itens des Bayerischen Gemeindetages aktuell davon abgeraten, langfristige Vereinbarungen mit Betreibern von Kindertageseinrichtungen zur anteiligen Übernahme von Defiziten zu treffen.;
2025-07-10;Marktgemeinderat;7;Änderung der Kurbeitragssatzung - Beschlussfassung;Änderung der Kurbeitragssatzung Der Bayerische Verwaltungsgerichtshof hatte im Rahm en eines Normenkontrollverfahrens über die Kurbeitragssatzun g des Markt Oberstaufen entschieden. Dabei kam er zu dem Ergebnis, dass die se Satzung zwar nicht wie beantragt insgesamt nichtig sei, es jedoch für die in § 3a Abs. 1 S. 1 der Satzung geregelte Pflicht zur Ausstellung einer elektronisc hen Gästekarte durch den Beherbergungs;
2025-07-10;Marktgemeinderat;8;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);Wasserversorgung Sanierung Leitungsnetz Im Zuge einer öffentlichen Ausschreibung wurde die Sanierung des Leitungsnetzes in der Schellenbergstraße, Bauhofweg und Am Alten Weih er ausgeschrieben. Geplant ist die alten Leitungsabschnitte mit Grauguss Rohren – bei denen in den letzten Jahren vermehrt Rohrbrüche auftraten – durch Duktilen-Guss bzw.;
2025-07-10;Marktgemeinderat;9.1;ehem. Krankenhaus, Nutzung der Praxisräume;Über Regelarmaturen wird d ort das anfallende Mischwasser bewirtschaftet. Eine gewisse Menge wird ständig in Richtung Kläranlage abgeleitet. Bei Regenereignissen erfolgt eine Rückh altung im dort befindlichen Rückhaltebecken.;
2025-05-08;Marktgemeinderat;2;Jahresrechnung 2023 des Marktes Oberstaufen (beschließend);Jahresrechnung 2023 des Marktes Oberstaufen Der Marktgemeinderat stellte die Jahresrechnung 202 3 (Art. 102 GO) mit folgendem Ergebnis fest: Die Rücklagen betragen zum 31.12.2023 7.912.620,88 Euro , eine Darlehensaufnahme ist nicht erfolgt.;
2025-05-08;Marktgemeinderat;3;Bekanntmachung der Jahresrechnung 2024 des Marktes Oberstaufen - Beschlussfassung (beschließend);Jahresrechnung 2023 des Marktes Oberstaufen Der Marktgemeinderat stellte die Jahresrechnung 202 3 (Art. 102 GO) mit folgendem Ergebnis fest: Die Rücklagen betragen zum 31.12.2023 7.912.620,88 Euro , eine Darlehensaufnahme ist nicht erfolgt.;
2025-05-08;Marktgemeinderat;4.2;Neuerlass der Gebührensatzung für den Kindergarten Thalkirchdorf und Naturkindergarten - Beschlussfassung (beschließend);Des Weiteren wurde einstimmig die „Satzung des Mark tes Oberstaufen über die Erhebung von Gebühren für die Benutzung des Kinderg artens Thalkirchdorf mit Naturkindergarten (Kindergarten-Gebührensatzung)“ b eschlossen. Ab 01.09.2025 gelten damit die folgend dargestellten Gebühren: Kindergarten bisherige Gebühr Erhöhung ab 01.09.2025 3-4 Stunden 122,00 € 129,00 € 4-5 Stunden 134,00 € 141,00 € 5-6 Stunden 147,00 € 155,0;einstimmig
2025-05-08;Marktgemeinderat;4.3;"Sanierungssatzung; hier: Einführung einer Befristung - Beschlussfassung (beschließend)";Des Weiteren wurde einstimmig die „Satzung des Mark tes Oberstaufen über die Erhebung von Gebühren für die Benutzung des Kinderg artens Thalkirchdorf mit Naturkindergarten (Kindergarten-Gebührensatzung)“ b eschlossen.;einstimmig
2025-05-08;Marktgemeinderat;5;Sanierung Freibad Thalkirchdorf: Zuschussantrag, Bauantrag, Ausschreibung Architekt - Beschlussfassung (beschließend);Des Weiteren wurde einstimmig die „Satzung des Mark tes Oberstaufen über die Erhebung von Gebühren für die Benutzung des Kinderg artens Thalkirchdorf mit Naturkindergarten (Kindergarten-Gebührensatzung)“ b eschlossen. Ab 01.09.2025 gelten damit die folgend dargestellten Gebühren: Kindergarten bisherige Gebühr Erhöhung ab 01.09.2025 3-4 Stunden 122,00 € 129,00 € 4-5 Stunden 134,00 € 141,00 € 5-6 Stunden 147,00 € 155,0;einstimmig
2025-05-08;Marktgemeinderat;6;"Umbau ehem. Krankenhaus; Vergabe der Architektenleistung - Beschlussfassung (beschließend)";Der Marktgemeinderat teilte die Auffassung der Verwaltung, das Projekt b is zur Planungsleistung der Leistungsphase 6 (Vorbereitung der Vergabe – Erstel lung des Leistungsverzeichnisses) fortzuführen, Die Ausschre ibung (Verfahren nach Vergabeverordnung – VgV) der Architektenleistung fü r die Leistungsphasen 5-9 ist durchzuführen. Erster Bürgermeister Martin Beckel w urde ermächtigt, die erforderlichen Ingenieur-Leis;
2025-05-08;Marktgemeinderat;7;Auftragsvergaben Tourismus Eigenbetrieb Oberstaufen (TEO);Die kaufmännischen Jahresabschlüsse 2023 für den Re giebetrieb Wasserwerk Oberstaufen und den Tourismus Eigenbetrieb Oberstaufen (TEO) liegen noch nicht vor. Der Rechnungsprüfungsausschuss (Art. 103 GO) stellt e durch Stichproben die ordnungsgemäße Jahresrechnung 2023 (Art. 102 Abs. 3 GO) im Rahmen der örtlichen Rechnungsprüfung fest.;
2025-05-08;Marktgemeinderat;7.1;TEO, Aquaria - Erneuerung Gebäudeleittechnik - Beschlussfassung (beschließend);Auftragsvergaben Tourismus Eigenbetrieb Oberstaufen (TEO) TEO, Aquaria – Erneuerung Gebäudeleittechnik Wie auch in den vergangenen Jahren, soll heuer die Gebäudeleittechnik in bestimmten Bereichen erneuert werden, um den Betrieb weiter aufrecht zu erhalten. Hierzu wurde ein Angebot der Firma Hörbürger aus Wa ltenhofen eingeholt, welche auch die bisherigen Anlagen saniert hat. Es sollen die folgenden Regelungen bzw.;
2025-05-08;Marktgemeinderat;7.2;TEO, Aquaria - Überholung Sauna - Beschlussfassung (beschließend);Auftragsvergaben Tourismus Eigenbetrieb Oberstaufen (TEO) TEO, Aquaria – Erneuerung Gebäudeleittechnik Wie auch in den vergangenen Jahren, soll heuer die Gebäudeleittechnik in bestimmten Bereichen erneuert werden, um den Betrieb weiter aufrecht zu erhalten. Hierzu wurde ein Angebot der Firma Hörbürger aus Wa ltenhofen eingeholt, welche auch die bisherigen Anlagen saniert hat. Es sollen die folgenden Regelungen bzw.;
2025-05-08;Marktgemeinderat;8;Aquaria Erlebnisbad-Betriebs GmbH: Errichtung einer Flachdach PV-Anlage - Beschlussfassung (beschließend);Auftragsvergaben Tourismus Eigenbetrieb Oberstaufen (TEO) TEO, Aquaria – Erneuerung Gebäudeleittechnik Wie auch in den vergangenen Jahren, soll heuer die Gebäudeleittechnik in bestimmten Bereichen erneuert werden, um den Betrieb weiter aufrecht zu erhalten. Hierzu wurde ein Angebot der Firma Hörbürger aus Wa ltenhofen eingeholt, welche auch die bisherigen Anlagen saniert hat. Es sollen die folgenden Regelungen bzw.;
2025-05-08;Marktgemeinderat;9;Förderung des ländlichen Raums im ELER-Verfahren: Wegebau in Döbelisried, Laufenegg, Hinterreute, Vorderreute - Beschlussfassung;Es sollen dabei die Förderungen „Sonderprogramm Schwimmbad-Sanierung“ sowie „Holzbauförderung (CO² Einsparung) beantragt werden. Sonderprogramm Schwimmbadsanierung: Anrechenbare Kosten aus der Kostenberechnung bzw. maximale förderfähige Kosten: 6.608.260,00 Euro. Die maximale Förderobergrenze beträgt 50% Förderung und ergibt ca.;
2025-03-12;Marktgemeinderat;2;Aquaria Erlebnisbad-Betriebs GmbH, Wirtschaftsplan 2025 - Beschlussfassung (beschließend);März 2025 Aquaria Erlebnisbad-Betriebs GmbH: Wirtschaftsplan 2025 Für den Wirtschafts-, Finanz- und Stellenplan ist e in Gesellschafterbeschluss nach Grundlage des §9 Gesellschaftervertrag vom 08.;
2025-03-12;Marktgemeinderat;3;Oberstaufen Tourismus Marketing GmbH, Wirtschaftsplan 2025 - Beschlussfassung (beschließend);März 2025 Aquaria Erlebnisbad-Betriebs GmbH: Wirtschaftsplan 2025 Für den Wirtschafts-, Finanz- und Stellenplan ist e in Gesellschafterbeschluss nach Grundlage des §9 Gesellschaftervertrag vom 08.;
2025-03-12;Marktgemeinderat;4;Tourismus Eigenbetrieb Oberstaufen, Wirtschaftsplan 2025 - Beschlussfassung (beschließend);März 2025 Aquaria Erlebnisbad-Betriebs GmbH: Wirtschaftsplan 2025 Für den Wirtschafts-, Finanz- und Stellenplan ist e in Gesellschafterbeschluss nach Grundlage des §9 Gesellschaftervertrag vom 08.;
2025-03-12;Marktgemeinderat;5;Genehmigung Haushaltsplan mit Haushaltssatzung 2025 samt Anlagen - Beschlussfassung (beschließend);März 2025 Aquaria Erlebnisbad-Betriebs GmbH: Wirtschaftsplan 2025 Für den Wirtschafts-, Finanz- und Stellenplan ist e in Gesellschafterbeschluss nach Grundlage des §9 Gesellschaftervertrag vom 08.;
2025-03-12;Marktgemeinderat;6;Antrag auf Erhöhung des bereits genehmigten Investitionszuschusses und Zwischenfinanzierung für den Trachten- und Heimatvereins Steibis e. V. für Brandschutzsanierung Festhalle Steibis - Beschlussfassung (beschließend);Der Wirtschaftsplan für das Jahr 2025 wurde bereits in der Februar Sitzung des Aquaria-Aufsichtsrates beraten und der Gesellschaft erversammlung in der vorgelegten Form zum Beschluss empfohlen. Prokurist Steffen Schmitt legte den anwesenden Marktgemeinderatsmitgliedern den Wirtsch aftsplan 2025 vor.;
2025-03-12;Marktgemeinderat;7;Auftragsvergabe Sanierung Wasserversorgung Eibele, BAIII (beschließend);für Brandschutzsanierung der Festhalle in Steibis In der Sitzung des Marktgemeinderates vom eptember 2024 wurde der Antrag des Trachten- und Heimatverein Steibis e. V. über einen Investitionszuschuss für die Brandschutzmaßnahmen der Festhalle Steibis behandel t und ein maximaler Investitionszuschuss in Höhe von 110.;
2025-03-12;Marktgemeinderat;8;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);Genehmigung Haushaltsplan mit Haushaltssatzung 2025 samt Anlagen In zwei Sitzungen des Haupt- und Finanzausschusses, einer Sitzung des Tourismusausschusses und in internen Vorgesprächen wurde der Haushalt 2025 mit Anlagen vorberaten und dem Marktgemeinderat zur Beschlussfassung empfohlen.;
2025-02-13;Marktgemeinderat;2;"Beschaffung eines Löschgruppenfahrzeuges 20 für die Feuerwehr Steibis; Auftragsvergabe - Beschlussfassung (beschließend)";"Februar 2025 Beschaffung eines Löschgruppenfahrzeuges 20 für die Feuerwehr Steibis; Auftragsvergabe In der Sitzung des Marktgemeinderates am 14. Novemb er 2024 wurde die Beauftragung der Verwaltung zum Start des Ausschrei bungsverfahrens zur Ersatzbeschaffung eines Löschgruppenfahrzeuges 20 ( LF 20) für die freiwillige Feuerwehr Steibis beschlossen.";
2025-02-13;Marktgemeinderat;3;Bestellung von Frau Vivienne Schiller zur Standesbeamtin und Ernennung zur stellvertretenden Standesamtsleiterin - Beschlussfassung (beschließend);Bestellung von Frau Vivienne Schiller zur Standesbe amtin und Ernennung zur stellvertretenden Standesamtsleiterin Vivienne Schiller wurde ab Oktober 2024 in ihre neu en Aufgaben im Standesamt eingearbeitet.;
2025-02-13;Marktgemeinderat;4;Neufassung der Wochenmarktgebührensatzung - Beschlussfassung (beschließend);Neufassung der Wochenmarktgebührensatzung Die Wochenmarktgebührensatzung soll neu erlassen we rden, die bisherigen Regelungen werden dabei zur Klarstellung der Abrech nungsbedingungen erweitert. Die Abrechnung erfolgt jährlich zum 30.;
2025-02-13;Marktgemeinderat;5;Öffentlicher Verkehr im Landkreis Oberallgäu, Mobilitätskonzept mobil365 - Beschlussfassung (beschließend);Abzüglich der Förderungen der Regierung von Schwaben, dem Landkreis Oberallgäu und dem freiwilligen Anteil des Feuerwehrvereins St eibis beträgt der Eigenanteil des Marktes ca. 413.000,00 Euro. Die voraussichtliche Produktionsdauer des Fahrzeuges beträgt 28 Monate ab Auftragsvergabe.;
2025-02-13;Marktgemeinderat;6;Vorstellung Bauvorhaben Hugo-von-Königsegg-Straße 12: Abbruch und Neubau - Beschlussfassung (beschließend);Vorstellung Bauvorhaben Hugo-von-Königsegg-Straße 12: Abbruch und Neubau Das Gebäude in der Hugo-von-Königsegg-Straße 12 soll durch einen Neubau ersetzt werden. Es soll hierbei eine gemeinsame Tiefgarage mit dem Anwesen Hugo-von- Königsegg-Straße 10 entstehen. Das Gebäude liegt au ßerhalb der aktuellen Erhaltungssatzung, weshalb hier lediglich das sog.;
2025-02-13;Marktgemeinderat;7.1;"Aufhebung des Bebauungsplanes ""Teilbaulinie Wiedemannsdorf"" - Beschlussfassung (beschließend)";1“ In der Bau- und Umweltausschusssitzung vom 27. November 2024 wurde erneut aus der Mitte der Ausschussmitglieder die Notwendigkeit der Aufhebung von Teilbaulinienplan und Bebauungsplan angemerkt. Die Teilbaulinie Wiedemannsdorf wurde mit Bescheid des Landratsamtes Oberallgäu vom 28.;
2025-02-13;Marktgemeinderat;7.2;"Aufhebung ""Bebauungsplan Wiedemannsdorf Nr. 1"" - Beschlussfassung (beschließend)";1“ In der Bau- und Umweltausschusssitzung vom 27. November 2024 wurde erneut aus der Mitte der Ausschussmitglieder die Notwendigkeit der Aufhebung von Teilbaulinienplan und Bebauungsplan angemerkt. Die Teilbaulinie Wiedemannsdorf wurde mit Bescheid des Landratsamtes Oberallgäu vom 28.;
2025-02-13;Marktgemeinderat;8;Beteiligungsverfahren zum Entwurf zur Fortschreibung des Teilfachkapitels B IV 3.2 Nutzung der Windenergie des Regionalplans der Region Allgäu - Beschlussfassung (beschließend);2 Nutzung der Windenergie des Regionalplans der Region Allgäu In der Sitzung des Bau- und Umweltausschusses wurde bereits darüber beraten, ob das Vorranggebiet für Windenergienutzung auf der Gemeindeflur im Bereich „Hündle“ verbleiben soll.;
2025-02-13;Marktgemeinderat;9;Renaturierung Konstanzer Ach (beschließend);Mai 2 023 wurde beschlossen, die Renaturierung Konstanzer-Ach im 1. Bauabschnitt umz usetzen und hierzu die erforderlichen Genehmigungen einzuholen und die Zus chussanträge zu stellen. Mit Datum vom 5. Dezember 2024 wurde vom Landratsamt Ob erallgäu der Wasserrechtsbescheid für die Gewässerrenaturierung Konstanzer Ach erlassen.;
2025-02-13;Marktgemeinderat;9.1;Wasserrecht und Zuschuss - Beschlussfassung (beschließend);Bauabschnitt umz usetzen und hierzu die erforderlichen Genehmigungen einzuholen und die Zus chussanträge zu stellen. Mit Datum vom 5. Dezember 2024 wurde vom Landratsamt Ob erallgäu der Wasserrechtsbescheid für die Gewässerrenaturierung Konstanzer Ach erlassen.;
2024-12-12;Marktgemeinderat;2.1;Festsetzung der Grundsteuerhebesätze (Hebesatzsatzung) - Beschlussfassung (beschließend);Dezember 2024 Festsetzung der Grundsteuerhebesätze (Hebesatzung) Nach dem Urteil des Bundesverfassungsgerichtes zur Verfassungswidrigkeit der bisherigen Bemessungsgrundlage zur Berechnung der G rundsteuer müssen die Kommunen nunmehr mit Wirkung zum 01.;
2024-12-12;Marktgemeinderat;2.4;Neufassung der Friedhofs- und Bestattungssatzung - Beschlussfassung (beschließend);2025 mit gleichbleibenden Hebesätzen (Grundsteuer A 320%-Punkte, Grundsteuer B 420%-Punkte) Neufassung der Friedhofs- und Bestattungssatzung Der Marktgemeinderat beschloss einstimmig die Neufa ssung der Satzung über die öffentliche Bestattungseinrichtung (Friedhofs- und Bestattungssatzung).;einstimmig
2024-12-12;Marktgemeinderat;2.5;Erlass einer Verordnung über das Offenhalten von Verkaufsstellen (verkaufsoffener Sonntag) - Beschlussfassung (beschließend);Vor dem Hintergrund, dass zurzeit eine genaue Entwi cklung der Grundsteueraufkommen in Grundsteuer A und B für 202 5 nicht abschätzbar sind, schlug die Finanzverwaltung vor, die Hebesätze für das Jahr 2025 gleichbleibend zu belassen und für das Jahr 2026 nach Einpflege aller Schätzungen, Korrekturen und Neuanlagen im Dezember 2025 neu über die Hebesätze zu beraten. Der Marktgemeinderat beschloss einstimmig die Satzun;einstimmig
2024-12-12;Marktgemeinderat;3;Bestätigung des stv. Kommandanten der Feuerwehr Oberstaufen - Beschlussfassung (beschließend);Bestätigung des stellvertretenden Kommandanten der Feuerwehr Oberstaufen Bei der Kommandantenwahl am 9. Dezember 2024 im Feu erwehrhaus Oberstaufen wurde Hans-Peter Geisenhof zum stellvertretenden Ko mmandanten gewählt.;
2024-12-12;Marktgemeinderat;4;Zuschusszahlung Heimatdienst - Beschlussfassung (beschließend);Zuschusszahlung Heimatdienst Der Heimatdienst Oberstaufen ist derzeit beschäftig t mit der Aufstellung des so genannten Kohlerhauses. Der Wohnteil wurde bereits in fachmännischer Arbeit aufgerichtet. Der hintere Tennenteil soll im neuen Jahr fertiggestellt werden.;
2024-12-12;Marktgemeinderat;5;"Bauleitplanung; Aufstellungsbeschluss zur 1. Änderung des Bebauungsplanes ""Auf der Halde"" in Wiedemannsdorf - Beschlussfassung (beschließend)";Bauleitplanung: Aufstellungsbeschluss zur 1. Änderu ng des Bebauungsplanes „Auf der Halde“ in Wiedemannsdorf Mit der Marktgemeinderatssitzung vom 14.11.2024 wur de die Neuüberplanung eines Teilbereiches des Bebauungsplanes „Auf der Halde“ ( hier: nordöstlicher Teil) beschlossen.;
2024-12-12;Marktgemeinderat;6;Auftragsvergabe für Dienstleistungen und Pflege der Friedhofsanlage (Friedhofswärter) - Beschlussfassung (beschließend);Vor dem Hintergrund, dass zurzeit eine genaue Entwi cklung der Grundsteueraufkommen in Grundsteuer A und B für 202 5 nicht abschätzbar sind, schlug die Finanzverwaltung vor, die Hebesätze für das Jahr 2025 gleichbleibend zu belassen und für das Jahr 2026 nach Einpflege aller Schätzungen, Korrekturen und Neuanlagen im Dezember 2025 neu über die Hebesätze zu beraten. Der Marktgemeinderat beschloss einstimmig die Satzun;einstimmig
2024-12-12;Marktgemeinderat;7;"Kommunales Unternehmensrecht Art. 61 Abs. 2 Satz 2 GO; Überprüfung der Privatisierungsklausel - Beschlussfassung";Dezember 2024 Festsetzung der Grundsteuerhebesätze (Hebesatzung) Nach dem Urteil des Bundesverfassungsgerichtes zur Verfassungswidrigkeit der bisherigen Bemessungsgrundlage zur Berechnung der G rundsteuer müssen die Kommunen nunmehr mit Wirkung zum 01.;
2024-12-12;Marktgemeinderat;8;Genehmigung Zulegungsvertrag Alfred und Erna Marie Matthes Stiftung - Beschlussfassung (beschließend);- Übernahme von Pflegearbeiten an den Grünanlagen, Asphaltarbeiten, Bankettarbeiten und Straßensanierungen durch private Dritte - Übernahme von Winterdienstarbeiten durch private Dritte - Auslagerung des touristischen Unternehmensbereiches des Marktes Oberstaufen auf den zum 01.;
2024-12-12;Marktgemeinderat;9;"Marktkasse: Abberufung stv. Kassenverwalterin; Bestellung stv. Kassenverwalterin - Beschlussfassung (beschließend)";"Marktkasse: Abberufung stellvertretende Kassenverwa lterin; Bestellung stellvertretende Kassenverwalterin Der Marktgemeinderat rief mit Ablauf des 31.12.2024 Frau Ruth Bundschuh als Vertreterin der Kassenverwalterin ab und bestellte ab 01.01.2025 Frau Stefanie Mayer als Vertreterin der Kassenverwalterin.";
2024-12-12;Marktgemeinderat;10;Sachstandsbericht IT-Sicherheit und Datenschutz beim Markt Oberstaufen (informativ);Aus der Sitzung des Marktgemeinderates am 12. Dezember 2024 Festsetzung der Grundsteuerhebesätze (Hebesatzung) Nach dem Urteil des Bundesverfassungsgerichtes zur Verfassungswidrigkeit der bisherigen Bemessungsgrundlage zur Berechnung der G rundsteuer müssen die Kommunen nunmehr mit Wirkung zum 01.;
2024-11-14;Marktgemeinderat;2.1;Diskussion und Genehmigung der Fassadengestaltung und Werbeanlage des künftigen Schlossberg Resort im Rahmen des vorhabenbezogenen Bebauungsplanes- Beschlussfassung (beschließend);November 2024 Diskussion und Genehmigung der Fassadengestaltung u nd Werbeanlagen des künftigen Schlossberg Resort im Rahmen des vorhabenbezogenen Bebauungsplanes Nachdem in der Oktober-Sitzung des Marktgemeinderat es eine weitere Überarbeitung der Fassade von den Architekten gefordert wurde, stellt en Vertreter von Bauherr und Planungsbüro in dieser Sitzung die überarbeitete Fassadengestaltung vor: Der Marktgemeinde;
2024-11-14;Marktgemeinderat;2.2;"Bekanntgabe des Durchführungsvertrages zum vorhabenbezogenen Bebauungsplan ""Schlossberg Resort"" - informativ (informativ)";November 2024 Diskussion und Genehmigung der Fassadengestaltung u nd Werbeanlagen des künftigen Schlossberg Resort im Rahmen des vorhabenbezogenen Bebauungsplanes Nachdem in der Oktober-Sitzung des Marktgemeinderat es eine weitere Überarbeitung der Fassade von den Architekten gefordert wurde, stellt en Vertreter von Bauherr und Planungsbüro in dieser Sitzung die überarbeitete Fassadengestaltung vor: Der Marktgemeinde;
2024-11-14;Marktgemeinderat;2.3;"Satzungsbeschluss zum vorhabenbezogenen Bebauungsplan ""Schlossberg Resort"" (beschließend)";November 2024 Diskussion und Genehmigung der Fassadengestaltung u nd Werbeanlagen des künftigen Schlossberg Resort im Rahmen des vorhabenbezogenen Bebauungsplanes Nachdem in der Oktober-Sitzung des Marktgemeinderat es eine weitere Überarbeitung der Fassade von den Architekten gefordert wurde, stellt en Vertreter von Bauherr und Planungsbüro in dieser Sitzung die überarbeitete Fassadengestaltung vor: Der Marktgemeinde;
2024-11-14;Marktgemeinderat;2.4;Sachstandsbericht Wohnraumbedarfsumfrage (informativ);Sachstandsbericht Wohnraumbedarfsumfrage Sachstandsbericht zur frühzeitigen Beteiligung Träg er öffentlicher Belange bei Überplanung des Bebauungsplanes „Auf der Halde“ in Wiedemannsdorf und weiteres Vorgehen Bereits seit längerem befasst sich der Marktgemeind erat mit der Überarbeitung des Bebauungsplanes „Auf der Halde“ in Wiedemannsdorf, um den Einheimischen weitere Bauplätze anbieten zu können.;
2024-11-14;Marktgemeinderat;2.5;"Sachstandsbericht zur frühzeitigen Beteiligung Träger öffentlicher Belange bei Überplanung des Bebauungsplanes ""Auf der Halde"" in Wiedemannsdorf und weiteres Vorgehen - Beschlussfassung (beschließend)";November 2024 Diskussion und Genehmigung der Fassadengestaltung u nd Werbeanlagen des künftigen Schlossberg Resort im Rahmen des vorhabenbezogenen Bebauungsplanes Nachdem in der Oktober-Sitzung des Marktgemeinderat es eine weitere Überarbeitung der Fassade von den Architekten gefordert wurde, stellt en Vertreter von Bauherr und Planungsbüro in dieser Sitzung die überarbeitete Fassadengestaltung vor: Der Marktgemeinde;
2024-11-14;Marktgemeinderat;3.1;Neuerlass der Stellplatzsatzung - Beschlussfassung (beschließend);Neuerlass der Stellplatzsatzung Nach einem Termin im Landratsamt wurde der Verwaltu ng empfohlen, die neue Baugesetznovelle der Bayerischen Bauordnung abzuwarten. Hier wird sich speziell § 47 der Stellplatzverordnung ändern. Das Gesetz soll wohl z um 1. Juni 2025 in Kraft treten. Daher wurde der Neuerlass der Stellplatzsatzung einstimmig von der Tagesordnung abgesetzt.;einstimmig
2024-11-14;Marktgemeinderat;3.2;Erlass der Verordnung über den Ladenschluss im Markt Oberstaufen (Ladenschlussverordnung) - Beschlussfassung (beschließend);Aus der Sitzung des Marktgemeinderates vom 14. November 2024 Diskussion und Genehmigung der Fassadengestaltung u nd Werbeanlagen des künftigen Schlossberg Resort im Rahmen des vorhabenbezogenen Bebauungsplanes Nachdem in der Oktober-Sitzung des Marktgemeinderat es eine weitere Überarbeitung der Fassade von den Architekten gefordert wurde, stellt en Vertreter von Bauherr und Planungsbüro in dieser Sitzung die überarbe;
2024-11-14;Marktgemeinderat;4;Ausschreibung zur Beschaffung eines Löschgruppenfahrzeuges (LF 20) für die Feuerwehr Steibis - Beschlussfassung (beschließend);Gegenstand des Vertrages sind der Neubau eines Hotels mit ca. 160 Zimmern, einem Wellnessbereich und Tagungsmöglichkeiten, Parkgaragen im Untergeschoss des Hotelgebäudes, sowie eines Mitarbeiterhauses einschließlich aller notwendigen Erschließungsmaßnahmen.;
2024-11-14;Marktgemeinderat;5;Umbau ehemaliges Krankenhaus Schloßstraße 28 (beschließend);Umbau ehemaliges Krankenhaus Schloßstraße 28: Bauantrag und Zuschussantrag In den nächsten Tagen soll der Bauantrag für den Umbau des ehemaligen Krankenhauses in der Schloßstraße fertig gestellt werden. Wie schon des Öfteren berichtet, ist vorgesehen in den oberen drei Geschossen zwölf Wohnungen einzubau en, die Umnutzung des Erdgeschosses zu Räumlichkeiten des Familienzentrum s sowie die Nutzung der Räumlichkeiten i;
2024-11-14;Marktgemeinderat;6;"Ortswärme Oberstaufen Verwaltungs GmbH; Feststellung des Jahresabschlusses 2023 mit Entlastung der Geschäftsführung - Beschussfassung (beschließend)";Die Jahresbilanz schloss mit einer Bilanzsumme von 35.351,43 Euro und einem Jahresüberschuss in Höhe von 841,75 Euro ab. Geschäftsführer Josef Aichele wurde uneingeschränkt entlastet. Der Marktgemeinderat nahm die vorgetragene Jahresbilanz 2023 einstimmig zur Kenntnis und ermächtigte Ersten Bürg ermeister Martin Beckel in der Gesellschafterversammlung die notwendigen Beschlüsse zu fassen.;einstimmig
2024-11-14;Marktgemeinderat;7;Ortswärme Oberstaufen GmbH & Co. KG (beschließend);Die Jahresbilanz schloss mit einer Bilanzsumme von 35.351,43 Euro und einem Jahresüberschuss in Höhe von 841,75 Euro ab. Geschäftsführer Josef Aichele wurde uneingeschränkt entlastet. Der Marktgemeinderat nahm die vorgetragene Jahresbilanz 2023 einstimmig zur Kenntnis und ermächtigte Ersten Bürg ermeister Martin Beckel in der Gesellschafterversammlung die notwendigen Beschlüsse zu fassen.;einstimmig
2024-11-14;Marktgemeinderat;10;Angebot E-Carsharing: weiteres Vorgehen - Beschlussfassung (beschließend);Sachstandsbericht Wohnraumbedarfsumfrage Sachstandsbericht zur frühzeitigen Beteiligung Träg er öffentlicher Belange bei Überplanung des Bebauungsplanes „Auf der Halde“ in Wiedemannsdorf und weiteres Vorgehen Bereits seit längerem befasst sich der Marktgemeind erat mit der Überarbeitung des Bebauungsplanes „Auf der Halde“ in Wiedemannsdorf, um den Einheimischen weitere Bauplätze anbieten zu können. Der bisherige Beba;
2024-11-14;Marktgemeinderat;12;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);November 2024 Diskussion und Genehmigung der Fassadengestaltung u nd Werbeanlagen des künftigen Schlossberg Resort im Rahmen des vorhabenbezogenen Bebauungsplanes Nachdem in der Oktober-Sitzung des Marktgemeinderat es eine weitere Überarbeitung der Fassade von den Architekten gefordert wurde, stellt en Vertreter von Bauherr und Planungsbüro in dieser Sitzung die überarbeitete Fassadengestaltung vor: Der Marktgemeinde;
2024-10-17;Marktgemeinderat;2.1;Diskussion und Genehmigung der Fassadengestaltung und Werbeanlage des künftigen Schlossberg Resort im Rahmen des vorhabenbezogenen Bebauungsplanes - Beschlussfassung (beschließend);Oktober 2024 Bereits vor der Sitzung informierte der Bauherr die Verwaltung, dass die Tagesordnungspunkte „Bekanntgabe des Durchführungsv ertrages zum vorhabenbezogenen Bebauungsplan Schlossberg Resort“ sowie „Satzungsbeschluss zum vorhabenbezogenen Bebauungsplan Schlossberg Resort“ voraussichtlich auf die nächste Sitzung im November verschoben werden soll. Dies wurde einstimmig vom Marktgemeinderat beschlossen.;einstimmig
2024-10-17;Marktgemeinderat;3.1;Hotel Bergkristall, Willis 8: Erweiterung Wellness- und Fitnessbereich sowie teilweise Erneuerung der Balkonbrüstung auf der Süd-, West- und Nordseite - Beschlussfassung (beschließend);Oktober 2024 Bereits vor der Sitzung informierte der Bauherr die Verwaltung, dass die Tagesordnungspunkte „Bekanntgabe des Durchführungsv ertrages zum vorhabenbezogenen Bebauungsplan Schlossberg Resort“ sowie „Satzungsbeschluss zum vorhabenbezogenen Bebauungsplan Schlossberg Resort“ voraussichtlich auf die nächste Sitzung im November verschoben werden soll. Dies wurde einstimmig vom Marktgemeinderat beschlossen.;einstimmig
