datum;gremium;top;titel;beschlussstatus;berichte;beschlusshinweis;abstimmungshinweis
2024-11-14;Marktgemeinderat;3.2;Erlass der Verordnung über den Ladenschluss im Markt Oberstaufen (Ladenschlussverordnung) - Beschlussfassung (beschließend);beschließend vorgesehen;1;Aus der Sitzung des Marktgemeinderates vom 14. November 2024 Diskussion und Genehmigung der Fassadengestaltung u nd Werbeanlagen des künftigen Schlossberg Resort im Rahmen des vorhabenbezogenen Bebauungsplanes Nachdem in der Oktober-Sitzung des Marktgemeinderat es eine weitere Überarbeitung der Fassade von den Architekten gefordert wurde, stellt en Vertreter von Bauherr und Planungsbüro in dieser Sitzung die überarbe;
2024-11-14;Marktgemeinderat;4;Ausschreibung zur Beschaffung eines Löschgruppenfahrzeuges (LF 20) für die Feuerwehr Steibis - Beschlussfassung (beschließend);beschließend vorgesehen;1;Gegenstand des Vertrages sind der Neubau eines Hotels mit ca. 160 Zimmern, einem Wellnessbereich und Tagungsmöglichkeiten, Parkgaragen im Untergeschoss des Hotelgebäudes, sowie eines Mitarbeiterhauses einschließlich aller notwendigen Erschließungsmaßnahmen.;
2024-11-14;Marktgemeinderat;5;Umbau ehemaliges Krankenhaus Schloßstraße 28 (beschließend);beschließend vorgesehen;1;Umbau ehemaliges Krankenhaus Schloßstraße 28: Bauantrag und Zuschussantrag In den nächsten Tagen soll der Bauantrag für den Umbau des ehemaligen Krankenhauses in der Schloßstraße fertig gestellt werden. Wie schon des Öfteren berichtet, ist vorgesehen in den oberen drei Geschossen zwölf Wohnungen einzubau en, die Umnutzung des Erdgeschosses zu Räumlichkeiten des Familienzentrum s sowie die Nutzung der Räumlichkeiten i;
2024-11-14;Marktgemeinderat;5.1;Bauantrag - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2024-11-14;Marktgemeinderat;5.2;Zuschussantrag - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2024-11-14;Marktgemeinderat;6;"Ortswärme Oberstaufen Verwaltungs GmbH; Feststellung des Jahresabschlusses 2023 mit Entlastung der Geschäftsführung - Beschussfassung (beschließend)";beschließend vorgesehen;1;;einstimmig
2024-11-14;Marktgemeinderat;7;Ortswärme Oberstaufen GmbH & Co. KG (beschließend);beschließend vorgesehen;1;;einstimmig
2024-11-14;Marktgemeinderat;7.1;Feststellung des Jahresabschlusses 2023 mit Entlastung der Geschäftsführung - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2024-11-14;Marktgemeinderat;7.2;Bestellung des Wirtschaftsprüfers - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2024-11-14;Marktgemeinderat;7.3;Wirtschafts- und Finanzplan 2025 - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2024-11-14;Marktgemeinderat;7.4;Ermächtigung Gesellschafter Wirtschaftsplan - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2024-11-14;Marktgemeinderat;8;Regiebetrieb Wasserwerk Oberstaufen: Jahresabschluss 2020 - Beschlussfassung;kein beschließender TOP-Titel;1;;
2024-11-14;Marktgemeinderat;9;Zuschuss für Oberstaufen handelt aktiv (OHA) e. V. - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2024-11-14;Marktgemeinderat;10;Angebot E-Carsharing: weiteres Vorgehen - Beschlussfassung (beschließend);beschließend vorgesehen;1;Sachstandsbericht Wohnraumbedarfsumfrage Sachstandsbericht zur frühzeitigen Beteiligung Träg er öffentlicher Belange bei Überplanung des Bebauungsplanes „Auf der Halde“ in Wiedemannsdorf und weiteres Vorgehen Bereits seit längerem befasst sich der Marktgemeind erat mit der Überarbeitung des Bebauungsplanes „Auf der Halde“ in Wiedemannsdorf, um den Einheimischen weitere Bauplätze anbieten zu können. Der bisherige Beba;
2024-11-14;Marktgemeinderat;11;Jugendsozialarbeit: Unterstützung der Wiedereröffnung eines Jugendtreffs - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2024-11-14;Marktgemeinderat;12;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;1;November 2024 Diskussion und Genehmigung der Fassadengestaltung u nd Werbeanlagen des künftigen Schlossberg Resort im Rahmen des vorhabenbezogenen Bebauungsplanes Nachdem in der Oktober-Sitzung des Marktgemeinderat es eine weitere Überarbeitung der Fassade von den Architekten gefordert wurde, stellt en Vertreter von Bauherr und Planungsbüro in dieser Sitzung die überarbeitete Fassadengestaltung vor: Der Marktgemeinde;
2024-11-14;Marktgemeinderat;13;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;1;;
2024-10-23;Bau- und Umweltausschuss;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;2;Bauanträge (beschließend);beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;2.1;"An der Sonnhalde 12, Fl.-Nr. 175/9, Gemarkung Oberstaufen; Umnutzung der Wohneinheit zu einer Ferienwohnung (beschließend)";beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;2.2;"Lindauer Straße 16, Fl.-Nr. 43, Gemarkung Oberstaufen; Umbau und Sanierung des ""Henne-Hauses"" (denkmalgeschütztes Bauernhaus) zu einer Gastwirtschaft, einem Café u. einer Betriebsleiterwohnung - hier: geänderte Planung mit Keller (beschließend)";beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;2.3;"Weißachstraße 10, Fl.-Nr. 490/7, Gemarkung Oberstaufen; Teilumbau und Nutzungsänderung am Bauteil 3 im ehem. Hotel ""Heath & View"" (beschließend)";beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;2.4;"Höfen, Fl.-Nr. 326/1, Gemarkung Aach i. Allgäu; Abbruch eines Schopfes und Anbau an den bestehenden Jungviehstall (beschließend)";beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;2.5;"Höfen 12, Fl.-Nr. 325, Gemarkung Aach i. Allg.; Abbruch und Wiederaufbau einer Bergehalle mit südlichem Anbau, Umbau eines Stalles (beschließend)";beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;2.6;"Am Hungerbach 34, Fl.-Nr. 709/19, Gemarkung Thalkirchdorf; Wohnraumerweiterung durch Einbau eines Quergiebels, sowie die Erweiterung der best. Garagen um eine Doppelgarage (beschließend)";beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;2.7;"Beim Dannelar 3, Fl.-Nr. 826/1, Gemarkung Aach i. Allgäu; Nutzungsänderung der vorhandenen Eigentumswohnung Nr. 41 im 1. OG in eine Ferienwohnung (beschließend)";beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;2.8;"Max-Ostheimer-Str. 4, Fl.-Nrn. 369/40 u. 369/54 Gemarkung Oberstaufen; Umnutzung einer Wohnung in eine Ferienwohnung (beschließend)";beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;2.9;"Sinswang 12, Fl.-Nr. 3768, Gemarkung Oberstaufen; Nutzungsänderung der bisherigen temporären Wohnnutzung des Funktionsgebäudes am Stall zu einer Ferienwohnung/zur temporären Nutzung für Betriebshelfer (beschließend)";beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;2.10;"Blumenstraße 6, Fl.-Nr. 173/8, Gemarkung Oberstaufen; Nutzungsänderung einer ständigen Wohneinheit zu einer gewerblichen Ferienwohnung; Wohnung 5, 1. OG, Haus A (beschließend)";beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;2.11;"Im Moos, Fl.-Nr. 3327, Gemarkung Oberstaufen; Neubau einer Freiflächen PV-Anlage (beschließend)";beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;2.12;"Ifen 6, Fl.-Nr. 2131 u. 2132, Gemarkung Oberstaufen; Umbau Wohnteil/Abbruch DG u. Wiederaufbau m. Dachgauben, Einbau Ferienwhg., Treppenaufgang im OG u. DG, Anbau Balkon u. Zugang für OG u. DG; Umnutzung ehem. Stallteil als Aufenthaltsraum für Feriengäste (beschließend)";beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;2.13;"Tronsberg 9, Fl.-Nrn. 1966 u. 1967, Gemarkung Oberstaufen; Ersatzbau für die Blockhütte mit vier Ferienwohnungen (beschließend)";beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;2.14;"Alpe-Oberhündle, Fl.-Nr. 2263, Gemarkung Oberstaufen; Baurechtliche Genehmigung der Alpe Oberhündle (beschließend)";beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;2.15;"Buchenegg 12, Fl.-Nr. 2177, Gemarkung Oberstaufen; Anbau eines Melkstandes (beschließend)";beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;3;Bauvoranfragen;kein beschließender TOP-Titel;0;;
2024-10-23;Bau- und Umweltausschuss;3.1;"Vorderreute 2, Fl.-Nr. 1461, Gemarkung Oberstaufen; Nutzungsänderung des landw. Anwesens Vorderreute 2 und Verlegung der best. Betreiberwohnung in den ehem. landw. Gebäudeteil, Einbau einer weiteren Festwohnung sowie Einbau von 3 Ferienwohnungen (beschließend)";beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;4;Auftragsvergaben (beschließend);beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;4.1;Hauptpumpwerk Thalkirchdorf, Auftragsvergabe PV Anlage (beschließend);beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;5;"Richtlinien zur Festlegung ""besonders erhaltenswerte Bausubstanz"" im Zug von KfW-Förderungen (beschließend)";beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;6;"Bayerisches Straßen- und Wegegesetz; Widmung der öffentlichen Verkehrsfläche ""Ludwig-Maier-Weg (Blatt 134 Ob)"" - Teilstück";kein beschließender TOP-Titel;0;;
2024-10-23;Bau- und Umweltausschuss;7;Übernahme privater Wasserleitung in Hinterreute, Anschlussleitung Hinterreute 15 und 15a (beschließend);beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;8;Eibele Sanierung Wasserversorgung, BAIII (beschließend);beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;9;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;10;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;0;;
2024-10-23;Bau- und Umweltausschuss;10.1;"Gemeinde Oberreute; 1. Erweiterung des Bebauungsplanes ""Langenried"" (beschließend)";beschließend vorgesehen;0;;
2024-10-23;Bau- und Umweltausschuss;10.2;"Gemeinde Blaichach; 6. Änderung des Bebauungsplanes ""Ortsmitte Blaichach"" - Bebauungsplan SO ""großflächiger Lebensmittelmarkt, Wohnen, nichtstörendes Gewerbe und Dienstleistungen"" (informativ)";kein beschließender TOP-Titel;0;;
2024-10-23;Bau- und Umweltausschuss;10.3;"Gemeinde Blaichach; 7. Änderung des Bebauungsplanes ""Ortsmitte Blaichach"" - Bebauungsplan SO ""Gemeinbedarf, Büro und Verwaltung"" (informativ)";kein beschließender TOP-Titel;0;;
2024-10-23;Bau- und Umweltausschuss;10.4;"Gemeinde Hittisau; Änderung des Flächenwidmungsplanes (beschließend)";beschließend vorgesehen;0;;
2024-10-17;Marktgemeinderat;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;1;;
2024-10-17;Marktgemeinderat;2;Bauleitplanung (beschließend);beschließend vorgesehen;1;;
2024-10-17;Marktgemeinderat;2.1;Diskussion und Genehmigung der Fassadengestaltung und Werbeanlage des künftigen Schlossberg Resort im Rahmen des vorhabenbezogenen Bebauungsplanes - Beschlussfassung (beschließend);beschließend vorgesehen;1;Oktober 2024 Bereits vor der Sitzung informierte der Bauherr die Verwaltung, dass die Tagesordnungspunkte „Bekanntgabe des Durchführungsv ertrages zum vorhabenbezogenen Bebauungsplan Schlossberg Resort“ sowie „Satzungsbeschluss zum vorhabenbezogenen Bebauungsplan Schlossberg Resort“ voraussichtlich auf die nächste Sitzung im November verschoben werden soll. Dies wurde einstimmig vom Marktgemeinderat beschlossen.;einstimmig
2024-10-17;Marktgemeinderat;3;Bauanträge (beschließend);beschließend vorgesehen;1;;
2024-10-17;Marktgemeinderat;3.1;Hotel Bergkristall, Willis 8: Erweiterung Wellness- und Fitnessbereich sowie teilweise Erneuerung der Balkonbrüstung auf der Süd-, West- und Nordseite - Beschlussfassung (beschließend);beschließend vorgesehen;1;Oktober 2024 Bereits vor der Sitzung informierte der Bauherr die Verwaltung, dass die Tagesordnungspunkte „Bekanntgabe des Durchführungsv ertrages zum vorhabenbezogenen Bebauungsplan Schlossberg Resort“ sowie „Satzungsbeschluss zum vorhabenbezogenen Bebauungsplan Schlossberg Resort“ voraussichtlich auf die nächste Sitzung im November verschoben werden soll. Dies wurde einstimmig vom Marktgemeinderat beschlossen.;einstimmig
2024-10-17;Marktgemeinderat;3.2;Hotel Bergkristall, Willis 8: Errichtung einer Tiefgarage und Chalets - Beschlussfassung (beschließend);beschließend vorgesehen;1;Hotel Bergkristall, Willis 8: Erweiterung Wellness- und Fitnessbereich sowie teilweise Erneuerung der Balkonbrüstung auf der Süd-, West- und Nordseite Der Bauherr beabsichtigt den Baubestand an die Bedü rfnisse der Gäste anzupassen und entsprechend zu erweitern.;
2024-10-17;Marktgemeinderat;4;Bürgerkarte Oberstaufen (informativ);kein beschließender TOP-Titel;1;Der Tagesordnungspunkt galt so rein informativ und es wurde kein Beschluss über die Fassade gefasst. Der Entwurf und die Präsentation wird nun bis zur nächsten Sitz ung im November entsprechend überarbeitet. Weitere Planansichten können Sie auf unserer Homepa ge www.;
2024-10-17;Marktgemeinderat;4.1;Umstellung auf den DAHEIM PASS - informativ (informativ);kein beschließender TOP-Titel;1;Der Tagesordnungspunkt galt so rein informativ und es wurde kein Beschluss über die Fassade gefasst. Der Entwurf und die Präsentation wird nun bis zur nächsten Sitz ung im November entsprechend überarbeitet. Weitere Planansichten können Sie auf unserer Homepa ge www.;
2024-10-17;Marktgemeinderat;4.2;Preisanpassung - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2024-10-17;Marktgemeinderat;5;Befristete Anstellung eines Asylhelfers (m/w/d) - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2024-10-17;Marktgemeinderat;6;Gewährung einer Kreditlinie für den TSV Oberstaufen 1862 e.V. - Beschlussfassung;kein beschließender TOP-Titel;1;;
2024-10-17;Marktgemeinderat;7;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;1;;
2024-10-17;Marktgemeinderat;8;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;1;;
2024-10-14;Tourismusausschuss;1;Anträge zur Tagesordnung;kein beschließender TOP-Titel;0;;
2024-10-14;Tourismusausschuss;2;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;0;;
2024-10-14;Tourismusausschuss;3;Aquaria;kein beschließender TOP-Titel;0;;
2024-10-14;Tourismusausschuss;3.1;Auftragsvergabe Erneuerung Gebäudeleitzentrale - Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2024-10-14;Tourismusausschuss;3.2;Auftragsvergabe Lüftungsgerät Achse 4 - Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2024-10-14;Tourismusausschuss;4;Anfragen und Bekanntgaben;kein beschließender TOP-Titel;0;;
2024-10-01;Haupt- und Finanzausschuss;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;0;;
2024-10-01;Haupt- und Finanzausschuss;2;Umstellung auf neue Finanzsoftware K1 - Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2024-10-01;Haupt- und Finanzausschuss;3;OberstaufenPLUS Bürger: Überplanmäßige Ausgaben Haushaltsjahr 2024 - Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2024-10-01;Haupt- und Finanzausschuss;4;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;0;;
2024-10-01;Haupt- und Finanzausschuss;5;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;0;;
2024-09-18;Bau- und Umweltausschuss;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;0;;
2024-09-18;Bau- und Umweltausschuss;2;Bauanträge (beschließend);beschließend vorgesehen;0;;
2024-09-18;Bau- und Umweltausschuss;2.1;"Salzstraße 2, Fl.-Nr. 707/14, Gemarkung Thalkirchdorf; Nutzungsänderung durch Einbau einer zweiten Wohnung (beschließend)";beschließend vorgesehen;0;;
2024-09-18;Bau- und Umweltausschuss;2.2;"Franz-Mader-Weg 4, Fl.-Nr. 49, Gemarkung Oberstaufen; Nutzungsänderung von Gewerbe zu Wohnzwecken (beschließend)";beschließend vorgesehen;0;;
2024-09-18;Bau- und Umweltausschuss;2.3;"Bahnhofstraße 3, Fl.-Nr. 105, Gemarkung Oberstaufen; Werbetafel für Restaurant (beschließend)";beschließend vorgesehen;0;;
2024-09-18;Bau- und Umweltausschuss;2.4;"Bahnhofsplatz 1, Fl.-Nr. 63/120, 63/118, Gemarkung Oberstaufen; Neubau eines Wohnhauses mit zwei Wohneinheiten, Teilrückbau und Umbau der bestehenden WC-Anlage (beschließend)";beschließend vorgesehen;0;;
2024-09-18;Bau- und Umweltausschuss;2.5;"Auf der Höh 2a, Fl.-Nrn 186/14 u. 187/10, Gemarkung Oberstaufen; Abbruch des bestehenden Wohnhauses und Neuerrichtung eines Mehrfamilienhauses mit 16 Wohneinheiten und Tiefgarage (beschließend)";beschließend vorgesehen;0;;
2024-09-18;Bau- und Umweltausschuss;2.6;"In der Au 9, Fl.-Nr. 725/2, Gemarkung Aach; Anbau von Abstellräumen an die Festhalle und brandschutztechnische Ertüchtigung der bestehenden Festhalle (beschließend)";beschließend vorgesehen;0;;
2024-09-18;Bau- und Umweltausschuss;2.7;"Am Staufen 6, Fl.-Nr. 87, Gemarkung Oberstaufen; Nutzungsänderung einer bestehenden Gewerbeeinheit zu einer Festwohnung (beschließend)";beschließend vorgesehen;0;;
2024-09-18;Bau- und Umweltausschuss;2.8;"Max-Ostheimer-Str. 2, Fl.-Nr. 369/40, Gemarkung Oberstaufen; Nutzungsänderung im UG Block III ""Enzian"" zu Wohnungen (beschließend)";beschließend vorgesehen;0;;
2024-09-18;Bau- und Umweltausschuss;2.9;"Kalzhofer Str. 25, Fl.-Nr. 326/17, Gemarkung Oberstaufen; Fassadengestaltung: Austausch d. Holzbalkengeländer durch Metallstaketen, neue Fassadenfarbe, Verl. d. Ortgänge, vorgehängte Holzlamettengestaltung und Werbeanlage und best. Mauerzaun verl. (beschließend)";beschließend vorgesehen;0;;
2024-09-18;Bau- und Umweltausschuss;2.10;"Lindauer Straße 26-28, Fl.-Nr. 41, Gemarkung Oberstaufen; Sanierung und Umnutzung von Gewerbe zur Wohneinheit (beschließend)";beschließend vorgesehen;0;;
2024-09-18;Bau- und Umweltausschuss;3;Bauvoranfragen;kein beschließender TOP-Titel;0;;
2024-09-18;Bau- und Umweltausschuss;4;Auftragsvergaben (beschließend);beschließend vorgesehen;0;;
2024-09-18;Bau- und Umweltausschuss;5;2. Änderung der Stellplatzsatzung - Vorberatung (vorberatend);kein beschließender TOP-Titel;0;;
2024-09-18;Bau- und Umweltausschuss;6;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;0;;
